sent_id,gap_idx,left,right,gap_score,label
s373,2,сѧ,жертвѣ,7.332137100355152,0
s373,3,жертвѣ,неп,7.111512116496157,0
s373,4,неп,раведнѣ,7.111512116496157,0
s373,5,раведнѣ,ꙗко,7.143118213166266,0
s373,6,ꙗко,сꙋдии,7.143118213166266,0
s373,7,сꙋдии,есть,7.150717143620982,0
s175,0,смыслом,и,7.599883421809293,0
s175,1,и,словом,7.599883421809293,0
s175,2,словом,чти,7.119602907921777,0
s175,3,чти,оцѧ,7.131690523187771,0
s175,4,оцѧ,своег,4.0951300371427095,0
s253,0,потер,пѣнием,7.111512116496157,0
s253,1,пѣнием,и,7.599883421809293,0
s253,2,и,послеже,7.599883421809293,0
s253,3,послеже,емꙋ,7.127564859600139,0
s253,4,емꙋ,дастъ,7.131626620360878,0
s253,5,дастъ,веселие,4.721740365219265,0
s268,0,и,дрꙋгъ,7.607974213234915,1
s268,1,дрꙋгъ,пре,7.119602907921777,0
s268,2,пре,мѣненꙋѧ,7.111512116496157,0
s268,3,мѣненꙋѧ,сѧ,7.332137100355152,0
s394,0,в,середине,4.92501200288352,0
s394,1,середине,первой,7.115573877256896,0
s394,2,первой,строки,7.12359973176215,0
s394,3,строки,о,7.177664693579439,0
s394,4,о,мер,7.169638839074185,0
s394,5,мер,твецѣхъ,7.115573877256896,0
s394,6,твецѣхъ,на,7.270813127528979,0
s394,7,на,правом,7.270813127528979,0
s394,8,правом,поле,7.12359973176215,0
s394,9,поле,глва,4.091164909304721,0
s394,10,глва,кꙁ,7.12359973176215,0
s294,0,и,бꙋдетъ,7.607974213234915,0
s294,1,бꙋдетъ,ти,7.191642486800532,0
s294,2,ти,пꙋть,7.183551695374911,0
s294,3,пꙋть,еѧ,7.12359973176215,0
s294,4,еѧ,на,7.282900742794972,0
s294,5,на,покровъ,7.270813127528979,0
s294,6,покровъ,крѣпѡ,7.111512116496157,0
s41,0,в,дѣлани,7.3188455149211515,0
s41,1,дѣлани,бо,7.176439199909238,0
s41,2,бо,еа,7.204202080117269,0
s41,3,еа,мало,7.143336757464928,0
s41,4,мало,потрудиши,7.115573877256896,0
s41,5,потрудиши,с,7.233895996523453,0
s124,0,ꙗкоⷤ,емлѧис,7.111512116496157,0
s124,1,емлѧис,ꙁа,7.127564859600139,0
s124,2,ꙁа,стѣн,7.127564859600139,0
s124,3,стѣн,и,7.599883421809293,0
s124,4,и,гонѧи,5.206049909771663,0
s124,5,гонѧи,вѣтры,4.721740365219265,0
s357,0,и,ѿпадоша,7.599883421809293,0
s357,1,ѿпадоша,надѣющеи,7.111512116496157,0
s357,2,надѣющеи,сѧ,7.332137100355152,0
s357,3,сѧ,на,7.491438111387974,0
s357,4,на,нѧ,7.270813127528979,0
s419,0,и,поноше,7.599883421809293,0
s419,1,поноше,нїе,7.111512116496157,0
s419,2,нїе,чадомъ,7.119602907921777,0
s419,3,чадомъ,мти,7.123664668682517,0
s419,4,мти,в,4.92501200288352,0
s419,5,в,беꙁславїи,7.3188455149211515,0
s127,0,их,гне,7.135560550961186,0
s127,1,гне,еж,7.123664668682517,0
s127,2,еж,ѿступити,7.119602907921777,0
s127,3,ѿступити,ѿ,7.243383947252956,0
s127,4,ѿ,грѣх,7.247445708013695,0
s153,0,не,премдрѧи,7.474927716026636,0
s153,1,премдрѧи,с,7.233895996523453,0
s153,2,с,творѧ,7.233895996523453,0
s153,3,творѧ,дѣло,7.12359973176215,0
s153,4,дѣло,свое,4.745691132668069,0
s185,0,и,въ,4.2013162150187,0
s185,1,въ,грѣх,7.15099387495145,0
s185,2,грѣх,мѣсто,7.123664668682517,0
s185,3,мѣсто,превꙁищет,7.119602907921777,0
s185,4,превꙁищет,ти,7.183551695374911,0
s185,5,ти,с,4.908040302603836,0
s232,0,паче,пѣс,7.119602907921777,0
s232,1,пѣс,ка,7.119602907921777,0
s232,2,ка,мор,7.119602907921777,0
s232,3,мор,скаго,7.111512116496157,0
s232,4,скаго,и,7.599883421809293,0
s232,5,и,каплѧ,5.206049909771663,0
s232,6,каплѧ,дож,7.115573877256896,0
s232,7,дож,девныѧ,7.111512116496157,0
s436,0,и,ꙗко,7.631489518479404,0
s436,1,ꙗко,же,7.159170956270248,0
s436,2,же,мгла,7.127564859600139,0
s436,3,мгла,покрыхъ,7.111512116496157,0
s436,4,покрыхъ,ꙁемлю,7.111512116496157,0
s238,0,и,питает,5.206049909771663,0
s238,1,питает,сѧ,4.93830358831752,0
s238,2,сѧ,ѿ,5.06611365831358,0
s238,3,ѿ,плодовъ,7.243383947252956,0
s238,4,плодовъ,своихъ,7.13540201064686,0
s238,5,своихъ,вес,7.13540201064686,0
s238,6,вес,домъ,7.111512116496157,0
s238,7,домъ,свои,7.111512116496157,0
s160,0,въ,пла,7.15099387495145,0
s160,1,пла,чи,7.115573877256896,0
s160,2,чи,бо,7.176439199909238,0
s160,3,бо,полѕы,7.176439199909238,0
s160,4,полѕы,ему,7.115573877256896,0
s160,5,ему,не,7.478989476787376,0
s160,6,не,сотвориши,7.474927716026636,0
s160,7,сотвориши,никоеи,7.111512116496157,0
s160,8,никоеи,иа,7.111512116496157,0
s160,9,иа,ж,7.127564859600139,0
s397,0,во,спомѧни,7.200902499471377,0
s397,1,спомѧни,сѧ,7.332137100355152,0
s397,2,сѧ,о,3.6726299954681334,0
s397,3,о,немъ,7.165577078313446,0
s397,4,немъ,во,7.200902499471377,0
s397,5,во,исхо,7.200902499471377,0
s397,6,исхо,дѣ,7.115573877256896,0
s397,7,дѣ,дша,7.1394637714076,0
s397,8,дша,его,4.813064980087532,0
s218,0,и,ѕѣло,5.210078940436544,0
s218,1,ѕѣло,ми,4.73776037822739,0
s218,2,ми,мерꙁи,7.127564859600139,0
s218,3,мерꙁи,живот,7.111512116496157,0
s218,4,живот,их,7.131498790200446,0
s272,0,и,аще,4.205101244448973,0
s272,1,аще,щи,7.158807935046603,0
s272,2,щи,то,7.16999408392387,0
s272,3,то,и,7.650274597811386,0
s272,4,и,на,4.045612366137808,0
s272,5,на,тѧ,7.282900742794972,0
s272,6,тѧ,бꙋдетъ,7.131690523187771,0
s348,0,мно,ꙁѣи,7.12359973176215,0
s348,1,ꙁѣи,бо,7.176439199909238,0
s348,2,бо,ꙁлобѣ,4.782605687871606,0
s348,3,ꙁлобѣ,наѹчает,7.115573877256896,0
s348,4,наѹчает,ъ,7.111512116496157,0
s348,5,ъ,праꙁн,7.111512116496157,0
s348,6,праꙁн,ство,7.111512116496157,0
s254,0,и,ѹстны,7.599883421809293,0
s254,1,ѹстны,многих,7.111512116496157,0
s254,2,многих,исповѣдѧ,7.111512116496157,0
s254,3,исповѣдѧ,тъ,7.127564859600139,0
s254,4,тъ,смыслъ,7.127564859600139,0
s254,5,смыслъ,его,7.187070358735199,0
s105,0,и,ѿ,3.6208813883927817,0
s105,1,ѿ,нас,7.243383947252956,0
s105,2,нас,бо,7.176439199909238,0
s105,3,бо,состарѣют,7.176439199909238,0
s105,4,состарѣют,сѧ,7.332137100355152,0
s316,0,и,приносѧщꙋ,7.599883421809293,0
s316,1,приносѧщꙋ,ми,7.127564859600139,0
s316,2,ми,бгꙋ,7.127564859600139,0
s316,3,бгꙋ,прии,7.111512116496157,0
s316,4,прии,метъ,7.111512116496157,0
s316,5,метъ,ѧ,7.12359973176215,0
s446,0,и,ꙗко,7.631489518479404,0
s446,1,ꙗко,кедръ,7.147179973927006,0
s446,2,кедръ,воꙁнесох,4.721740365219265,0
s446,3,воꙁнесох,сѧ,4.93830358831752,0
s446,4,сѧ,в,4.494948061056723,0
s446,5,в,ливанѣ,4.92501200288352,0
s288,0,и,в,2.932019497033137,0
s288,1,в,гривнꙋ,7.3188455149211515,0
s288,2,гривнꙋ,е,7.119602907921777,0
s288,3,е,ѧ,7.131690523187771,0
s288,4,ѧ,выю,7.12359973176215,0
s288,5,выю,свою,7.143118213166266,0
s32,0,єс,бѡ,7.12766149252289,0
s32,1,бѡ,друг,7.12359973176215,0
s32,2,друг,во,7.200902499471377,0
s32,3,во,времѧ,3.28906354045134,0
s364,0,тако,приносѧи,7.12766149252289,0
s364,1,приносѧи,жертвꙋ,7.115573877256896,0
s364,2,жертвꙋ,ѿ,7.243383947252956,0
s364,3,ѿ,и,7.731755252566092,0
s364,4,и,мѣниѧ,7.599883421809293,0
s364,5,мѣниѧ,ѹбогихъ,7.111512116496157,0
s280,0,и,ꙗкоже,4.575347657790161,0
s280,1,ꙗкоже,сѣѧи,7.131498790200446,0
s280,2,сѣѧи,тако,7.12359973176215,0
s280,3,тако,при,7.147489625912854,0
s280,4,при,стꙋпи,4.745597529274111,0
s280,5,стꙋпи,егд,7.123664668682517,0
s280,6,егд,неи,7.135560550961186,0
s49,0,подложи,рамо,7.111512116496157,0
s49,1,рамо,свое,7.131498790200446,0
s49,2,свое,и,7.619870095513583,0
s49,3,и,по,4.2088578361243645,0
s49,4,по,л,7.162564526721995,0
s190,0,сне,чти,7.123664668682517,0
s190,1,чти,га,7.173667869739067,0
s190,2,га,и,7.653948383626583,0
s190,3,и,возможеши,7.599883421809293,0
s190,4,возможеши,развѣ,7.111512116496157,0
s190,5,развѣ,бо,7.176439199909238,0
s190,6,бо,тоⷢ,7.176439199909238,0
s190,7,тоⷢ,иноⷢ,7.111512116496157,0
s190,8,иноⷢ,не,7.474927716026636,0
s190,9,не,боиⷭ,7.474927716026636,0
s190,10,боиⷭ,величаѧи,7.115573877256896,0
s190,11,величаѧи,с,7.237957757284192,0
s190,12,с,своею,7.276857615323669,0
s190,13,своею,ꙁлобою,4.7606402232587435,0
s96,0,и,не,2.1611806459627108,0
s96,1,не,лени,5.0810942039890055,0
s96,2,лени,с,7.237957757284192,0
s96,3,с,посѣ,7.233895996523453,0
s96,4,посѣ,щати,7.111512116496157,0
s327,0,всею,дшею,3.717467549265697,0
s327,1,дшею,своею,3.73653927391521,0
s327,2,своею,работаи,7.154473735296374,0
s327,3,работаи,гви,7.119602907921777,0
s327,4,гви,иереомъ,7.119602907921777,0
s327,5,иереомъ,его,7.187070358735199,0
s327,6,его,покорѧи,7.187070358735199,0
s327,7,покорѧи,сѧ,7.332137100355152,0
s424,0,скор,би,7.111512116496157,0
s424,1,би,твоеѧ,7.119602907921777,0
s424,2,твоеѧ,восклонитъ,7.119602907921777,0
s424,3,восклонитъ,ти,7.183551695374911,0
s424,4,ти,сѧ,5.006281406435535,0
s424,5,сѧ,ꙗко,7.363743197025261,0
s424,6,ꙗко,югъ,7.143118213166266,0
s424,7,югъ,на,7.270813127528979,0
s424,8,на,мори,7.270813127528979,0
s297,0,и,ѹꙁы,7.599883421809293,0
s297,1,ѹꙁы,еѧ,7.12359973176215,0
s297,2,еѧ,иꙁ,7.14358640546644,0
s297,3,иꙁ,витие,7.131498790200446,0
s297,4,витие,камене,7.115573877256896,0
s297,5,камене,драгаго,7.115573877256896,0
s52,0,и,всею,5.225878043161627,0
s52,1,всею,силою,4.7415684986092295,0
s52,2,силою,своею,4.7606402232587435,0
s52,3,своею,соблюди,4.764669253923625,0
s52,4,соблюди,пу,7.119602907921777,0
s52,5,пу,ти,7.183551695374911,0
s52,6,ти,еа,7.211314575582943,0
s92,0,иереом,ег,7.180008094433384,0
s92,1,ег,покорꙗис,7.180008094433384,0
s92,2,покорꙗис,всею,7.13540201064686,0
s92,3,всею,дшею,3.717467549265697,0
s92,4,дшею,твоею,4.733731347562508,0
s349,0,ѹстрои,его,7.187070358735199,0
s349,1,его,въ,7.222490356429752,0
s349,2,въ,дѣлехъ,7.155022905616331,0
s349,3,дѣлехъ,ꙗкоже,7.139589581626067,0
s349,4,ꙗкоже,ти,7.2035383690792,0
s349,5,ти,подобаетъ,7.183551695374911,0
s417,0,клѧтва,же,7.131626620360878,0
s417,1,же,мтрнѧ,7.131626620360878,0
s417,2,мтрнѧ,искоре,7.115573877256896,0
s417,3,искоре,нѧетъ,7.111512116496157,0
s417,4,нѧетъ,до,7.143118213166266,0
s417,5,до,своеѧ,7.1512090045918875,0
s286,0,слыши,чадо,4.737665278162815,0
s286,1,чадо,и,5.221974822715213,0
s286,2,и,сотвори,5.218040892114906,0
s286,3,сотвори,волю,4.733731347562508,0
s286,4,волю,мою,4.721740365219265,0
s157,0,и,рыдане,7.599883421809293,0
s157,1,рыдане,днь,7.13540201064686,0
s157,2,днь,един,7.13540201064686,0
s157,3,един,или,7.12359973176215,0
s157,4,или,два,7.12359973176215,0
s157,5,два,хѹлена,7.111512116496157,0
s157,6,хѹлена,ради,7.131498790200446,0
s292,0,і,ими,7.14693211419071,0
s292,1,ими,сѧ,7.332137100355152,0
s292,2,сѧ,ꙁа,4.303667405735712,0
s292,3,ꙁа,ню,4.733731347562508,0
s292,4,ню,не,5.0810942039890055,0
s292,5,не,остави,5.0810942039890055,0
s292,6,остави,ѧ,7.12766149252289,0
s60,0,и,вѣнець,5.206049909771663,0
s60,1,вѣнець,радсти,4.721740365219265,0
s60,2,радсти,воꙁложиши,7.115573877256896,0
s60,3,воꙁложиши,на,7.270813127528979,0
s60,4,на,сѧ,7.491438111387974,0
s276,0,обрѣ,тыи,7.111512116496157,0
s276,1,тыи,же,7.127564859600139,0
s276,2,же,его,4.8052278290408115,0
s276,3,его,обрѣте,7.1951611501608195,0
s276,4,обрѣте,сокрови,7.119602907921777,0
s276,5,сокрови,ще,7.111512116496157,0
s73,0,еда,как,4.73776037822739,0
s73,1,как,ꙋбоиши,7.127564859600139,0
s73,2,ꙋбоиши,ѿ,7.243383947252956,1
s73,3,ѿ,лица,4.2227514036802365,0
s73,4,лица,силнаг,7.13540201064686,0
s452,0,и,оставлю,7.599883421809293,0
s452,1,оставлю,ѧ,7.12359973176215,0
s452,2,ѧ,в,4.933037857388774,0
s452,3,в,роды,7.3188455149211515,0
s452,4,роды,вѣчныѧ,7.111512116496157,0
s148,0,кто,бы,4.73776037822739,0
s148,1,бы,мо,7.131690523187771,0
s148,2,мо,глъ,7.12359973176215,0
s148,3,глъ,преступник,7.111512116496157,0
s148,4,преступник,быти,7.115573877256896,0
s148,5,быти,и,5.206049909771663,0
s148,6,и,не,2.1611806459627108,0
s148,7,не,преступил,7.474927716026636,0
s68,0,ѿступи,ѿ,7.243383947252956,0
s68,1,ѿ,неправды,4.214914252633514,0
s68,2,неправды,и,5.218040892114906,0
s68,3,и,ꙋклонит,7.599883421809293,0
s68,4,ꙋклонит,сѧ,7.332137100355152,0
s68,5,сѧ,ѿ,5.06611365831358,0
s68,6,ѿ,тебе,4.869378568605288,0
s285,0,премдрсть,бо,7.176439199909238,0
s285,1,бо,по,7.219400818709454,0
s285,2,по,имѧни,7.154473735296374,0
s285,3,имѧни,еѧ,7.12359973176215,0
s285,4,еѧ,есть,7.162804758886976,0
s23,0,бѡѧщии,с,7.233895996523453,0
s23,1,с,га,4.243438520617319,0
s23,2,га,надѣитес,7.165577078313446,0
s23,3,надѣитес,на,7.270813127528979,0
s23,4,на,сна,4.885005469996601,0
s23,5,сна,бжиа,7.12359973176215,0
s113,0,затем,следует,7.111512116496157,0
s113,1,следует,киноварная,7.111512116496157,0
s113,2,киноварная,рубрика,7.111512116496157,0
s113,3,рубрика,ѡ,7.12359973176215,0
s113,4,ѡ,рабѣхъ,7.12359973176215,0
s113,5,рабѣхъ,л,7.119602907921777,0
s25,0,о,велицѣ,7.165577078313446,0
s25,1,велицѣ,и,7.599883421809293,0
s25,2,и,о,4.60942594590316,0
s25,3,о,малѣ,7.165577078313446,0
s25,4,малѣ,не,7.474927716026636,0
s25,5,не,нераꙁумѣваи,7.474927716026636,0
s203,0,и,рче,7.599883421809293,0
s203,1,рче,ми,7.127564859600139,0
s203,2,ми,въ,7.162984857294692,0
s203,3,въ,іаковѣ,7.14693211419071,0
s203,4,іаковѣ,всели,7.115573877256896,0
s203,5,всели,с,7.237957757284192,0
s299,0,вѣнецъ,радости,7.123664668682517,0
s299,1,радости,воꙁ,7.131626620360878,0
s299,2,воꙁ,ложиши,7.127564859600139,0
s299,3,ложиши,на,7.270813127528979,0
s299,4,на,сѧ,7.491438111387974,0
s295,0,и,гривны,5.206049909771663,0
s295,1,гривны,еѧ,7.12766149252289,0
s295,2,еѧ,на,7.282900742794972,0
s295,3,на,одѣ,7.270813127528979,0
s295,4,одѣ,ние,7.115573877256896,0
s295,5,ние,славы,7.115573877256896,0
s31,0,совѣтници,ж,7.127564859600139,0
s31,1,ж,твои,7.135655651025759,0
s31,2,твои,един,7.119602907921777,0
s31,3,един,ѿ,7.243383947252956,0
s31,4,ѿ,тысущь,7.243383947252956,0
s459,0,то,како,7.165965053258988,0
s459,1,како,можеши,7.119635638017636,0
s459,2,можеши,обрѣсти,4.721740365219265,0
s459,3,обрѣсти,во,7.204964260232116,0
s459,4,во,старости,7.208993290896998,0
s459,5,старости,своеи,4.7337952503894005,0
s321,0,помѧни,ꙗко,7.147179973927006,0
s321,1,ꙗко,гнѣвъ,7.143118213166266,0
s321,2,гнѣвъ,гнь,7.12359973176215,0
s321,3,гнь,не,5.0891200584942595,0
s321,4,не,ꙁамедлитъ,7.474927716026636,0
s322,0,не,иꙁмѣни,7.474927716026636,0
s322,1,иꙁмѣни,недрꙋга,7.111512116496157,0
s322,2,недрꙋга,раꙁличи,7.111512116496157,0
s322,3,раꙁличи,ѧ,7.12359973176215,0
s322,4,ѧ,дѣлѧ,7.12359973176215,0
s114,0,кажи,раба,7.127564859600139,0
s114,1,раба,и,7.6159361649132755,0
s114,2,и,обрѧщеши,7.603945182570033,0
s114,3,обрѧщеши,поко,7.115573877256896,0
s114,4,поко,аще,7.150717143620982,0
s114,5,аще,л,7.158807935046603,0
s114,6,л,ослабиши,7.119602907921777,0
s114,7,ослабиши,руку,7.111512116496157,0
s114,8,руку,ему,7.115573877256896,0
s63,0,аще,ꙋꙁриши,7.150717143620982,0
s63,1,ꙋꙁриши,раꙁумива,7.115573877256896,0
s63,2,раꙁумива,то,7.165965053258988,0
s63,3,то,ꙋтренюи,7.161903292498248,0
s63,4,ꙋтренюи,к,7.131498790200446,0
s63,5,к,нему,4.737665278162815,0
s289,0,под,ложи,7.111512116496157,0
s289,1,ложи,ра,7.127564859600139,0
s289,2,ра,мо,7.139652474866132,0
s289,3,мо,свое,7.14358640546644,0
s289,4,свое,и,7.619870095513583,0
s289,5,и,понеси,7.599883421809293,0
s289,6,понеси,ю,7.131498790200446,0
s289,7,ю,и,7.619870095513583,0
s289,8,и,да,5.266915232424004,0
s289,9,да,не,2.924734282598458,0
s289,10,не,бꙋ,5.0891200584942595,0
s289,11,бꙋ,дꙋтъ,7.12359973176215,0
s289,12,дꙋтъ,ти,7.183551695374911,0
s289,13,ти,ѹꙁы,7.183551695374911,0
s289,14,ѹꙁы,соѹꙁы,7.111512116496157,0
s289,15,соѹꙁы,еѧ,7.12359973176215,0
s423,0,и,в,2.932019497033137,0
